domain,agency,status,redirect,xml,items,pdfs,completion
sac.gov,"National Science Foundation",404,"https://www.sac.gov/sitemap.xml",false,0,0,0
nitrd.gov,"Networking Information Technology Research and Development",200,"https://www.nitrd.gov/sitemap_index.xml",true,368,0,0.9583333333333334
research.gov,"National Science Foundation",500,"https://www.research.gov/sitemap.xml",false,0,0,0
nsf.gov/staff,"National Science Foundation",404,"https://www.nsf.gov/unavailable",false,0,0,1
new.nsf.gov,"National Science Foundation",200,"https://www.nsf.gov/sitemap.xml",true,15252,0,0.9625
nmb.gov,"National Mediation Board",404,"https://nmb.gov/sitemap.xml",false,0,0,1
usalearning.gov,"Office of Personnel Management",500,"undefined",false,0,0,0
arctic.gov,"National Science Foundation",200,"https://arctic.gov/sitemap_index.xml",true,142,0,0.9487179487179487
nga.gov,"National Gallery of Art",200,"https://www.nga.gov/sitemap.xml",true,0,0,0
nlrb.gov,"National Labor Relations Board",200,"https://www.nlrb.gov/sitemap.xml",true,2615,0,0.7029288702928871
nea.gov,"National Endowment for the Arts",500,"undefined",false,0,0,0
humanities.gov,"National Endowment for the Humanities",200,"https://www.neh.gov/",false,0,0,0
neh.gov,"National Endowment for the Humanities",200,"https://www.neh.gov/sitemap.xml",true,6782,0,0.9545454545454546
mycreditunion.gov,"National Credit Union Administration",200,"https://mycreditunion.gov/sitemap.xml",true,140,28,0.9736842105263158
e-qip.gov,"Office of Personnel Management",500,"undefined",false,0,0,0
arts.gov,"National Endowment for the Arts",200,"https://www.arts.gov/sitemap.xml",true,16846,0,0.9375
ncd.gov,"National Council on Disability",200,"https://www.ncd.gov/sitemap.xml",true,1811,405,0.5
nigc.gov,"National Indian Gaming Commission",200,"https://www.nigc.gov/wp-sitemap.xml",true,4292,0,0.9528301886792453
webharvest.gov,"National Archives and Records Administration",404,"https://webharvest.gov/sitemap.xml",false,0,0,0
ncpc.gov,"National Capital Planning Commission",200,"https://www.ncpc.gov/sitemap.xml",true,698,517,0.5945945945945945
ncua.gov,"National Credit Union Administration",200,"https://ncua.gov/sitemap.xml",true,9325,4515,0.9456521739130435
trumplibrary.gov,"National Archives and Records Administration",404,"https://www.trumplibrary.gov/sitemap.xml",false,0,0,0
wartimecontracting.gov,"National Archives and Records Administration",404,"https://cybercemetery.unt.edu/cwc/20110929213815/http:/www.wartimecontracting.gov/sitemap.xml",false,0,0,1
recordsmanagement.gov,"National Archives and Records Administration",200,"https://www.archives.gov/records-mgmt",false,0,1,0
trumanlibrary.gov,"National Archives and Records Administration",200,"https://www.trumanlibrary.gov/sitemap.xml",true,1,0,0
trumpwhitehouse.gov,"National Archives and Records Administration",200,"https://trumpwhitehouse.archives.gov/sitemap/sitemap.xml",true,840,0,0.020000000000000018
reaganlibrary.gov,"National Archives and Records Administration",404,"https://www.reaganlibrary.gov/sitemap.xml",false,0,0,0
ourdocuments.gov,"National Archives and Records Administration",200,"https://www.archives.gov/milestone-documents/list",false,0,0,0
obamalibrary.gov,"National Archives and Records Administration",200,"https://www.obamalibrary.gov/sitemap.xml",true,455,0,0.9333333333333333
lbjlibrary.gov,"National Archives and Records Administration",200,"https://lbjlibrary.archives.gov/",false,0,0,1
nara.gov,"National Archives and Records Administration",200,"https://www.archives.gov/sitemap.xml",true,24907,1,0.9166666666666666
obamawhitehouse.gov,"National Archives and Records Administration",403,"https://obamawhitehouse.archives.gov/sitemap.xml",false,0,0,0
jimmycarterlibrary.gov,"National Archives and Records Administration",200,"https://www.jimmycarterlibrary.gov/sitemap.xml",true,462,0,0.7209302325581395
jfklibrary.gov,"National Archives and Records Administration",200,"https://jfklibrary.archives.gov/",false,0,0,1
nixonlibrary.gov,"National Archives and Records Administration",200,"https://www.nixonlibrary.gov/sitemap.xml",true,9000,0,0.023809523809523836
history.gov,"National Archives and Records Administration",200,"https://www.archives.gov/",false,0,0,0
frc.gov,"National Archives and Records Administration",200,"https://www.archives.gov/frc",false,0,1,0
georgewbushlibrary.gov,"National Archives and Records Administration",200,"https://www.georgewbushlibrary.gov/sitemap.xml",true,1,0,0.022727272727272707
fcic.gov,"National Archives and Records Administration",500,"undefined",false,0,0,0
fordlibrarymuseum.gov,"National Archives and Records Administration",404,"https://www.fordlibrarymuseum.gov/sitemap.xml",false,0,0,0
emergency-federal-register.gov,"National Archives and Records Administration",404,"https://www.emergency-federal-register.gov/sitemap.xml",false,0,0,0
dd214.gov,"National Archives and Records Administration",200,"https://www.archives.gov/veterans",false,0,0,0
eisenhowerlibrary.gov,"National Archives and Records Administration",200,"https://www.eisenhowerlibrary.gov/sitemap.xml",true,1433,0,0.7538461538461538
bush41library.gov,"National Archives and Records Administration",404,"https://www.bush41library.gov/sitemap.xml",false,0,0,0
archives.gov,"National Archives and Records Administration",200,"https://www.archives.gov/sitemap.xml",true,24907,1,0.9166666666666666
911commission.gov,"National Archives and Records Administration",404,"https://911commission.gov/sitemap.xml",false,0,0,0
9-11commission.gov,"National Archives and Records Administration",404,"https://9-11commission.gov/sitemap.xml",false,0,0,0
clintonlibrary.gov,"National Archives and Records Administration",200,"https://www.clintonlibrary.gov/sitemap.xml",true,2328,0,0
earth.gov,"National Aeronautics and Space Administration",200,"https://earth.gov/sitemap.xml",true,2,0,0.125
udall.gov,"Morris K. Udall and Stewart L. Udall Foundation",404,"https://udall.gov/sitemap.xml",false,0,0,0
nasa.gov,"National Aeronautics and Space Administration",200,"https://www.nasa.gov/wp-sitemap.xml",true,14589,0,0.22807017543859653
usgeo.gov,"National Aeronautics and Space Administration",404,"https://usgeo.gov/sitemap.xml",false,0,0,0
ecr.gov,"Morris K. Udall and Stewart L. Udall Foundation",404,"https://www.udall.gov/sitemap.xml",false,0,0,0
mcc.gov,"Millennium Challenge Corporation",200,"https://www.mcc.gov/sitemap.xml",true,5229,0,0.9743589743589743
mmc.gov,"Marine Mammal Commission",200,"https://www.mmc.gov/sitemap_index.xml",true,183,0,0.9861111111111112
lsc.gov,"Legal Services Corporation",200,"https://www.lsc.gov/sitemap.xml",true,1,0,0.006329113924050667
kennedy-center.gov,"John F. Kennedy Center for Performing Arts",500,"undefined",false,0,0,0
jusfc.gov,"Japan-US Friendship Commission",307,"undefined",false,0,0,0
scijinks.gov,"National Aeronautics and Space Administration",500,"undefined",false,0,0,0
iaf.gov,"Inter-American Foundation",403,"undefined",false,0,0,0
pcah.gov,"Institute of Museum and Library Services",500,"undefined",false,0,0,0
jamesmadison.gov,"James Madison Memorial Fellowship Foundation",404,"https://www.jamesmadison.gov/sitemap.xml",false,0,0,0
mspb.gov,"Merit Systems Protection Board",200,"https://www.mspb.gov/sitemap_index.xml",true,29022,28822,0.9166666666666666
imls.gov,"Institute of Museum and Library Services",200,"https://www.imls.gov/sitemap.xml",true,1866,0,0.26190476190476186
mcctest.gov,"Millennium Challenge Corporation",500,"undefined",false,0,0,0
truman.gov,"Harry S. Truman Scholarship Foundation",200,"https://www.truman.gov/sitemap.xml",true,87,0,0.9636363636363636
vote.gov,"General Services Administration",403,"https://vote.gov/sitemap.xml",false,0,0,0
restorethegulf.gov,"Gulf Coast Ecosystem Restoration Council",200,"https://www.restorethegulf.gov/sitemap.xml",true,111,0,1
usability.gov,"General Services Administration",200,"https://digital.gov/topics/usability/",false,0,0,0
usa.gov,"General Services Administration",200,"https://www.usa.gov/sitemap.xml",true,1530,0,0.8947368421052632
usagov.gov,"General Services Administration",500,"undefined",false,0,0,0
ussm.gov,"General Services Administration",200,"https://ussm.gsa.gov/sitemap.xml",true,590,190,1
thenamingcommission.gov,"General Services Administration",500,"undefined",false,0,0,0
us.gov,"General Services Administration",500,"undefined",false,0,0,0
sftool.gov,"General Services Administration",200,"https://www.gsa.gov/governmentwide-initiatives/federal-highperformance-buildings/highperformance-building-clearinghouse",false,0,3,0
section508.gov,"General Services Administration",200,"https://www.section508.gov/sitemap.xml",true,600,5,0.9302325581395349
search.gov,"General Services Administration",200,"https://digital.gov/guides/search",false,0,0,0
statspolicy.gov,"General Services Administration",200,"https://statspolicy.gov/sitemap.xml",true,736,632,1
saferfederalworkforce.gov,"General Services Administration",500,"undefined",false,0,0,0
sbst.gov,"General Services Administration",500,"undefined",false,0,0,0
rpa.gov,"General Services Administration",500,"undefined",false,0,0,0
informationliteracy.gov,"Institute of Museum and Library Services",500,"undefined",false,0,0,0
sam.gov,"General Services Administration",404,"https://sam.gov/sitemap.xml",false,0,0,0
regulations.gov,"General Services Administration",403,"undefined",false,0,0,0
rocis.gov,"General Services Administration",200,"https://www.rocis.gov/rocis/",false,0,0,0
reginfo.gov,"General Services Administration",200,"https://www.reginfo.gov/public/",false,0,0,0
ptt.gov,"General Services Administration",500,"undefined",false,0,0,0
realpropertyprofile.gov,"General Services Administration",200,"https://www.realpropertyprofile.gov/FRPPMS/s/sitemap.xml",true,1,0,1
presidentialinnovationfellows.gov,"General Services Administration",200,"https://presidentialinnovationfellows.gov/sitemap.xml",true,354,1,0.9166666666666666
globe.gov,"National Aeronautics and Space Administration",200,"https://www.globe.gov/sitemap.xml",true,12356,0,0.6582278481012658
plainlanguage.gov,"General Services Administration",200,"https://digital.gov/guides/plain-language",false,0,0,0
ppms.gov,"General Services Administration",200,"https://ppms.gov/sitemap.xml",false,0,0,1
realestatesales.gov,"General Services Administration",200,"https://realestatesales.gov/login/?next=/sitemap.xml",false,0,0,0
pki.gov,"General Services Administration",500,"undefined",false,0,0,0
pif.gov,"General Services Administration",200,"https://presidentialinnovationfellows.gov/sitemap.xml",true,354,1,0.9166666666666666
performance.gov,"General Services Administration",200,"https://www.performance.gov/sitemap.xml",true,576,220,1
pcscotus.gov,"General Services Administration",500,"undefined",false,0,0,0
pic.gov,"General Services Administration",404,"https://www.pic.gov/sitemap.xml",false,0,0,0
reporting.gov,"General Services Administration",500,"undefined",false,0,0,0
ncmms.gov,"General Services Administration",500,"undefined",false,0,0,0
notify.gov,"General Services Administration",404,"https://beta.notify.gov/sitemap.xml",false,0,0,0
paymentaccuracy.gov,"General Services Administration",200,"https://paymentaccuracy.gov/sitemap.xml",true,1679,647,0.4
login.gov,"General Services Administration",200,"https://login.gov/sitemap.xml",true,309,3,1
pki-lab.gov,"General Services Administration",500,"undefined",false,0,0,0
innovation.gov,"General Services Administration",500,"undefined",false,0,0,0
madeinamerica.gov,"General Services Administration",200,"https://www.madeinamerica.gov/sitemap.xml/",false,14,0,0.9
kids.gov,"General Services Administration",500,"undefined",false,0,0,0
gsaxcess.gov,"General Services Administration",500,"undefined",false,0,0,0
identitysandbox.gov,"General Services Administration",500,"undefined",false,0,0,0
gsatest2.gov,"General Services Administration",500,"undefined",false,0,0,0
info.gov,"General Services Administration",500,"undefined",false,0,0,0
idmanagement.gov,"General Services Administration",200,"https://www.idmanagement.gov/sitemap.xml",true,678,0,1
gsaauctions.gov,"General Services Administration",200,"https://gsaauctions.gov/sitemap.xml",false,0,0,1
gsaig.gov,"General Services Administration",404,"https://gsaig.gov/sitemap.xml",false,0,0,0
itdashboard.gov,"General Services Administration",404,"https://itdashboard.gov/sitemap.xml",false,0,0,0
gsafleet.gov,"General Services Administration",200,"https://gsafleet.gov/sitemap.xml",false,0,0,1
gobiernousa.gov,"General Services Administration",404,"https://www.usa.gov/es/sitemap.xml",false,0,0,0
frpg.gov,"General Services Administration",500,"undefined",false,0,0,0
gsaadvantage.gov,"General Services Administration",404,"https://gsaadvantage.gov/sitemap.xml",false,0,0,1
gsa.gov,"General Services Administration",200,"https://www.gsa.gov/sitemap.xml",true,8024,2783,0.9261363636363636
fsd.gov,"General Services Administration",200,"https://www.fsd.gov/auth_redirect.do?sysparm_stack=no&sysparm_url=https%3A%2F%2Fsecure.login.gov%2Fapi%2Fsaml%2Fauth2026%3FSAMLRequest%3DfZJBb9swDIX%252FiqG7bdkNkoWIA2QJhgXoOqPJdtiNlelUgCx5opxs%252F36ym67dYbmKj3wf%252BbRi7EzZw2YIz%252FaRfg7EIfnVGcvwUqnE4C04ZM1gsSOGoOCw%252BXIPZSah9y445YxINszkg3Z26ywPHfkD%252BbNW9O3xvhLPIfQMeX65XLKWm%252BzkziLZRSttcex5UzCpwVNm3EnbUZZjr%252FORJMdIWMpyLpJPziuagCvRomESyX5XicPDVpbyQ0H4VKrZHbW4WBa4vJONLGZqgQu1jEKukVmf6a2VeaC95YA2VGJ0SOU8LWdHOYOiACmzYl78EEl9XfWjto22p9t3eXoRMXw%252BHuu0%252Fno4TgPOuiH%252FENX%252FOcl38jydI84Q69WUAEyA%252Fn0ot73xNQmxHmVxMJwY%252F9azmFmrTWziHpjdVIwEaXxvVvl7zytBDyPyflc7o9XvZGOMu2w9YYhrBD%252FQlEiH4TbW%252BKKbtJ2k0I%252BbciAbRL6%252Buv77C9d%252FAA%253D%253D%26RelayState%3D19dc30e3cf6dc710cb70f1642f851cf8",false,0,0,1
fpki.gov,"General Services Administration",500,"undefined",false,0,0,0
fpds.gov,"General Services Administration",404,"https://fpds.gov/sitemap.xml",false,0,0,0
forms.gov,"General Services Administration",200,"https://www.usa.gov/",false,0,0,0
fpc.gov,"General Services Administration",404,"https://fpc.gov/sitemap.xml",false,0,0,0
fleet.gov,"General Services Administration",500,"undefined",false,0,0,0
fpki-lab.gov,"General Services Administration",500,"undefined",false,0,0,0
fedrooms.gov,"General Services Administration",500,"undefined",false,0,0,0
firstgov.gov,"General Services Administration",200,"https://www.usa.gov/",false,0,0,0
fedramp.gov,"General Services Administration",200,"https://www.fedramp.gov/sitemap.xml",true,430,0,0.7
fmi.gov,"General Services Administration",200,"https://www.gsa.gov/governmentwide-initiatives/federal-highperformance-buildings/highperformance-building-clearinghouse/learning-resources/facilities-management-institute",false,0,0,0
fedidcard.gov,"General Services Administration",500,"undefined",false,0,0,0
fdms.gov,"General Services Administration",200,"https://www.fdms.gov/sitemap.xml",false,0,0,1
fbo.gov,"General Services Administration",500,"undefined",false,0,0,0
fcsm.gov,"General Services Administration",200,"https://statspolicy.gov/FCSM/",false,0,0,0
fapiis.gov,"General Services Administration",200,"https://sam.gov/fapiis",false,0,0,0
fai.gov,"General Services Administration",404,"https://fai.gov/sitemap.xml",false,0,0,0
facadatabase.gov,"General Services Administration",401,"https://www.facadatabase.gov/FACA/sitemap.xml",false,0,0,1
faca.gov,"General Services Administration",404,"https://www.faca.gov/sitemap.xml",false,0,0,0
fac.gov,"General Services Administration",200,"https://www.fac.gov/sitemap.xml",true,196,0,0.9523809523809523
evaluation.gov,"General Services Administration",404,"https://evaluation.gov/sitemap.xml",false,0,0,0
esrs.gov,"General Services Administration",200,"https://sam.gov/esrs",false,0,1,0
digitalgov.gov,"General Services Administration",500,"undefined",false,0,0,0
digitaldashboard.gov,"General Services Administration",500,"undefined",false,0,0,0
digital.gov,"General Services Administration",200,"https://digital.gov/sitemap.xml",true,1708,0,1
ecpic.gov,"General Services Administration",404,"https://www.ecpic.gov/sitemap.xml",false,0,0,0
csusop.gov,"General Services Administration",500,"undefined",false,0,0,0
data.gov,"General Services Administration",200,"https://data.gov/sitemap.xml",true,292,0,1
cpars.gov,"General Services Administration",200,"https://cpars.gov/sitemap.xml",false,0,0,1
fsrs.gov,"General Services Administration",200,"https://sam.gov/fsrs",false,0,0,0
consumeraction.gov,"General Services Administration",500,"undefined",false,0,0,0
code.gov,"General Services Administration",200,"https://digital.gov/resources/requirements-for-achieving-efficiency-transparency-and-innovation-through-reusable-and-open-source-software/",false,0,6,0
computersforlearning.gov,"General Services Administration",200,"https://computersforlearning.gov/sitemap.xml",false,0,0,1
